timeStamps;magnitude;shape
('2017 1 9', '2017 1 15');12.150484243774407;461.2490653070663
('2017 1 16', '2017 1 22');17.019218944407356;134.7345724667385
('2017 6 12', '2017 6 18');-65.74740561878853;1911.1141549624479
('2017 10 23', '2017 10 29');15.650470077152914;313.573360730501
('2017 11 20', '2017 11 26');38.67175810140998;3224.442470772577
('2018 1 8', '2018 1 14');24.114648588688823;691.6472591986904
('2018 1 15', '2018 1 21');17.496954582847728;204.29312585582394
('2018 2 12', '2018 2 18');29.114450894627787;1989.6714242079252
('2018 11 26', '2018 12 2');17.92073851213364;7.22675313499895
('2018 12 10', '2018 12 16');19.758903387877726;781.7833523400558
('2018 12 17', '2018 12 23');62.76466508222335;3594.4031395695556
('2018 12 24', '2018 12 30');14.780284162134953;220.32585794927417
('2018 12 31', '2019 1 6');12.20975679362554;137.8601219081758
('2019 1 7', '2019 1 13');15.22781030773017;94.824935140599
('2019 2 11', '2019 2 17');60.78757584382498;2730.6026387366646
('2019 2 18', '2019 2 24');18.49210323922089;180.09677407606944
('2019 2 25', '2019 3 3');23.263425319459994;577.7605213864349
('2019 12 23', '2019 12 29');21.618404670501178;1914.0709539962438
('2020 4 6', '2020 4 12');-39.179265660240446;3283.340005666866
('2020 4 13', '2020 4 19');-14.0265787404334;249.20577699709014
('2020 4 27', '2020 5 3');-24.272629721852713;1850.6462453986578
('2020 5 4', '2020 5 10');-21.28719687929498;86.38567197730752
('2020 5 11', '2020 5 17');-18.691008512246473;43.487846056266164
('2021 3 29', '2021 4 4');6.094692590530646;168.11258152826844
('2021 8 16', '2021 8 22');-12.523413675192248;48.99273264332548
('2022 5 30', '2022 6 5');-11.470786509252786;63.574435942609895
('2022 6 6', '2022 6 12');-85.3308782762348;1055.8339132708725
('2022 6 13', '2022 6 19');-27.716483046643855;1781.4120123206771
('2022 6 20', '2022 6 26');-56.875135743472285;1233.914932788187
('2022 6 27', '2022 7 3');-25.047718683290356;300.5213798788733
