date;BEN;CO;MXIL;NO2;NO;O3;PM2_5;SO2;TOL
2021-10-19;;;2.954595401199285;;;;;;2.886412784954153
2021-11-19;;;;;;;2.534653896930736;;
2021-11-20;2.9946922447167403;2.435050873402874;2.2049109605065382;;;;2.534653896930736;;2.0120722109973133
2021-12-13;3.6293468066937065;2.7757039266699706;4.182801825312935;;5.159746017763498;-2.1036244257446226;2.9349929860410606;2.1772419238880936;2.465896604146339
2021-12-14;;;2.119840385676156;;3.0150355822008525;;2.0008684447836367;;
2021-12-15;2.3600376827397755;2.0457330982404787;2.678116033000542;;2.852557518900652;-2.1036244257446226;2.2677611708571863;;2.0495439498811776
2021-12-16;2.3600376827397755;;2.630263834658452;;;-2.0383834031521917;2.1343148078204117;;2.3326637547814877
2021-12-17;2.9584262697466284;;2.975863044906881;;;-2.1036244257446226;2.668100259967511;;2.3285002282388354
2021-12-18;2.9402932822615724;3.0676922580417676;2.970546133979982;;2.495105779640211;-2.1036244257446226;2.668100259967511;;2.3326637547814877
2021-12-19;2.9584262697466284;2.532380317193473;2.975863044906881;;2.430114554320131;-2.0383834031521917;3.068439349077835;;2.6116200331391464
2021-12-20;3.5568148567534816;2.678374482879372;3.2629762349594222;2.501912027474728;4.737303053182977;-2.0383834031521917;3.6022248012249345;;2.6116200331391464
2021-12-21;3.484282906813257;2.4837155952981735;4.0498790521404615;2.114620908994704;3.6649478354016543;;2.1343148078204117;;3.423507708956212
2021-12-23;2.0155109205237087;;;;;;;;
2021-12-24;2.8677613323213476;;;;;;;;
2021-12-25;3.0490912071719096;2.1917272639263774;;;;-2.0383834031521917;2.1343148078204117;;
2021-12-26;3.2304210820224712;2.4837155952981735;;;;-2.1688654483370535;2.1343148078204117;;
2021-12-29;;;2.040086721772672;;;;;;
2021-12-30;3.085357182142022;2.0943978201357782;2.842940271734408;;3.0475311948608925;-2.1036244257446226;2.1343148078204117;;2.5616577146273265
2021-12-31;2.214973782859326;;;;;;;2.3612562760868645;
2022-01-01;;;;;;;3.46877843818816;;
2022-01-02;2.6501654825006735;;;;;;4.536349342482358;;
2022-01-03;3.828809669029325;2.678374482879372;;2.114620908994704;2.10515842771973;;7.472169329291404;;2.0412168967958744
2022-01-14;2.0699098829788767;2.2403919858216765;;;;;2.0008684447836367;;
2022-01-15;2.0517768954938207;;;;;;;;
2022-01-16;2.6501654825006735;;;;;;2.534653896930736;;
