date,BEN,CO,MXIL,NO2,NO,O3,PM2_5,SO2,TOL,anomaly
2022-04-25,0.58,0.45,1.44,29.0,18.0,37.0,16.0,8.0,2.47,1
2022-04-26,0.73,0.47,1.37,38.0,17.0,27.0,18.0,9.0,2.9,1
2022-04-27,0.48,0.38,1.01,26.0,16.0,34.0,12.0,10.0,2.21,1
2022-04-28,0.42,0.39,0.74,24.0,8.0,41.0,11.0,10.0,1.51,1
2022-04-29,0.7,0.59,1.55,27.0,12.0,36.0,19.0,9.0,2.79,1
2022-04-30,0.57,0.55,0.35,22.0,5.0,44.0,24.0,11.0,1.37,1
2022-05-01,0.32,0.42,0.15,14.0,3.0,61.0,20.0,6.0,0.56,1
2022-05-02,0.27,0.35,0.31,20.0,3.0,59.0,15.0,5.0,0.86,1
2022-05-03,0.36,0.34,0.51,26.0,6.0,47.0,18.0,6.0,1.58,1
2022-05-04,0.39,0.4,0.93,28.0,12.0,45.0,22.0,10.0,2.24,1
2022-05-05,0.29,0.32,0.97,26.0,10.0,44.0,17.0,10.0,2.22,1
2022-05-06,0.22,0.27,0.53,22.0,8.0,39.0,12.0,8.0,2.02,1
2022-05-07,0.28,0.37,0.55,20.0,5.0,37.0,15.0,7.0,2.02,1
2022-05-08,0.4,0.5,0.24,19.0,3.0,38.0,16.0,8.0,1.23,1
2022-05-09,0.63,0.5,1.65,36.0,20.0,28.0,16.0,10.0,3.36,1
2022-05-10,0.37,0.39,0.94,26.0,7.0,40.0,21.0,8.0,2.56,1
2022-05-11,0.3,0.41,0.46,21.0,5.0,37.0,16.0,7.0,1.53,1
2022-05-12,0.11,0.28,0.56,18.0,5.0,43.0,8.0,7.0,1.19,1
2022-05-13,0.12,0.29,0.14,17.0,5.0,37.0,9.0,6.0,1.14,1
2022-05-14,0.27,0.38,0.26,16.0,4.0,33.0,14.0,6.0,0.91,1
2022-05-15,0.24,0.37,0.41,21.0,4.0,45.0,14.0,7.0,1.34,1
2022-05-16,0.6,0.46,0.7,29.0,13.0,27.0,16.0,7.0,2.34,1
2022-05-17,0.36,0.36,0.97,24.0,16.0,34.0,14.0,9.0,2.14,1
2022-05-18,0.17,0.29,0.19,18.0,7.0,44.0,8.0,8.0,1.17,1
2022-05-19,0.37,0.47,0.22,22.0,8.0,44.0,15.0,9.0,1.32,1
2022-05-20,0.17,0.34,0.14,16.0,4.0,47.0,14.0,8.0,0.92,1
2022-05-21,0.25,0.41,0.31,15.0,4.0,38.0,17.0,6.0,1.04,1
2022-05-22,0.14,0.31,0.3,14.0,4.0,37.0,12.0,5.0,1.35,1
2022-05-23,0.16,0.27,0.18,22.0,9.0,39.0,6.0,6.0,1.04,1
2022-05-24,0.3,0.26,0.76,20.0,9.0,42.0,8.0,7.0,1.75,1
2022-05-25,0.24,0.29,0.42,18.0,6.0,48.0,9.0,6.0,1.22,1
2022-05-26,0.25,0.28,0.66,19.0,10.0,33.0,10.0,10.0,2.1,1
2022-05-27,0.08,0.24,0.12,10.0,3.0,46.0,7.0,6.0,0.39,1
2022-05-28,0.08,0.24,0.12,9.0,3.0,50.0,10.0,6.0,0.27,1
2022-05-29,0.09,0.26,0.14,10.0,3.0,60.0,13.0,11.0,0.58,1
2022-05-30,0.15,0.28,0.34,20.0,5.0,50.0,12.0,8.0,1.27,1
2022-05-31,0.19,0.3,0.41,15.0,13.0,40.0,13.0,9.0,1.6,1
2022-06-01,0.23,0.32,0.47,12.0,20.0,29.0,13.0,8.0,1.92,1
2022-06-02,0.17,0.32,0.53,15.0,23.0,27.0,12.0,10.0,1.61,1
2022-06-03,0.12,0.37,0.16,10.0,21.0,30.0,18.0,12.0,0.57,1
2022-06-04,0.13,0.31,0.12,5.0,13.0,37.0,13.0,13.0,0.51,1
2022-06-05,0.11,0.29,0.1,3.0,9.0,45.0,12.0,12.0,0.48,1
2022-06-06,0.14,0.29,0.22,3.0,14.0,34.0,13.0,12.0,0.7,1
2022-06-07,0.15,0.35,0.15,5.0,12.0,43.0,13.0,14.0,0.78,1
2022-06-08,0.18,0.4,0.42,7.0,18.0,20.0,14.0,13.0,1.79,1
2022-06-09,0.33,0.43,0.15,6.0,15.0,29.0,13.0,12.0,1.3,1
2022-06-10,0.47,0.48,0.76,6.0,23.0,24.0,17.0,15.0,2.25,1
2022-06-11,0.08,0.27,0.11,2.0,7.0,35.0,9.0,12.0,0.32,1
2022-06-12,0.13,0.31,0.1,2.0,7.0,39.0,11.0,13.0,0.24,1
2022-06-13,0.09,0.3,0.12,4.0,11.0,40.0,11.0,11.0,0.7,1
2022-06-14,0.33,0.46,0.74,12.0,21.0,28.0,20.0,10.0,1.91,1
2022-06-15,0.9,0.75,2.92,15.0,31.0,27.0,29.0,10.0,3.81,1
2022-06-16,0.34,0.44,0.7,7.0,20.0,42.0,28.0,8.0,2.38,1
2022-06-17,0.56,0.49,1.67,16.0,28.0,38.0,38.0,18.0,2.72,1
2022-06-18,0.32,0.35,0.36,5.0,15.0,34.0,22.0,11.0,1.2,1
2022-06-19,0.19,0.29,0.1,2.0,8.0,39.0,8.0,12.0,0.5,1
2022-06-20,0.17,0.33,4.52,6.0,15.0,39.0,10.0,16.0,2.98,1
2022-06-21,0.24,0.36,5.53,5.0,19.0,36.0,12.0,16.0,2.95,1
2022-06-22,0.22,0.36,0.18,6.0,15.0,41.0,13.0,14.0,1.02,1
2022-06-23,0.19,0.33,0.27,7.0,17.0,35.0,12.0,14.0,1.43,1
2022-06-24,0.26,0.35,0.36,9.0,34.0,27.0,13.0,16.0,1.35,1
2022-06-25,0.09,0.24,0.17,4.0,18.0,47.0,8.0,16.0,0.45,1
2022-06-26,0.12,0.24,0.1,2.0,8.0,40.0,8.0,16.0,0.44,1
2022-06-27,0.15,0.27,0.28,4.0,15.0,40.0,9.0,16.0,0.71,1
2022-06-28,0.13,0.26,0.13,6.0,20.0,38.0,13.0,10.0,1.06,1
2022-06-29,0.1,0.3,0.1,8.0,23.0,33.0,9.0,6.0,0.66,1
2022-06-30,0.14,0.29,0.11,8.0,24.0,39.0,9.0,6.0,0.72,1
2022-07-01,0.17,0.34,0.2,15.0,54.0,33.0,13.0,7.0,1.51,1
2022-07-02,0.15,0.32,0.14,14.0,30.0,31.0,14.0,6.0,1.03,1
2022-07-03,0.1,0.28,0.31,11.0,7.0,39.0,7.0,6.0,0.36,1
2022-07-04,0.08,0.34,0.13,13.0,11.0,36.0,6.0,5.0,0.11,1
2022-07-05,1.92,0.28,0.16,14.0,9.0,35.0,11.0,4.0,0.14,1
2022-07-06,3.03,0.27,0.72,12.0,7.0,49.0,10.0,4.0,0.2,1
2022-07-07,3.23,0.28,1.46,12.0,11.0,40.0,13.0,4.0,0.87,1
2022-07-08,1.24,0.26,0.13,10.0,6.0,41.0,11.0,4.0,4.19,1
2022-07-09,0.5,0.34,0.5,15.0,9.0,39.0,15.0,5.0,7.03,1
2022-07-10,0.49,0.61,1.81,20.0,13.0,39.0,22.0,7.0,8.1,1
2022-07-11,0.56,0.81,2.16,30.0,22.0,36.0,26.0,8.0,8.12,1
2022-07-12,0.53,0.73,2.21,30.0,23.0,37.0,26.0,7.0,6.88,1
2022-07-13,0.78,0.92,3.56,41.0,27.0,56.0,32.0,17.0,6.53,1
2022-07-14,0.69,0.86,2.8,26.0,19.0,52.0,38.0,7.0,5.09,1
2022-07-15,0.67,0.49,0.46,22.0,14.0,51.0,33.0,4.0,0.85,1
2022-07-16,0.73,0.57,0.57,27.0,17.0,39.0,38.0,5.0,1.27,1
2022-07-17,0.74,0.62,0.5,24.0,16.0,57.0,41.0,9.0,0.92,1
2022-07-18,0.62,0.46,0.33,19.0,12.0,46.0,29.0,5.0,0.71,1
2022-07-19,0.57,0.38,0.16,18.0,11.0,48.0,25.0,5.0,0.49,1
2022-07-20,0.54,0.35,0.22,15.0,12.0,43.0,14.0,5.0,0.55,1
2022-07-21,0.51,0.32,0.2,10.0,6.0,52.0,17.0,4.0,0.73,1
2022-07-22,0.51,0.36,0.15,15.0,10.0,48.0,10.0,7.0,0.37,1
2022-07-23,0.5,0.34,0.14,11.0,6.0,47.0,10.0,5.0,0.31,1
2022-07-24,0.56,0.39,0.25,13.0,9.0,39.0,16.0,4.0,0.49,1
2022-07-25,0.54,0.35,0.17,11.0,8.0,42.0,9.0,4.0,0.37,1
2022-07-26,0.5,0.37,0.14,12.0,7.0,44.0,6.0,3.0,0.32,1
2022-07-27,0.52,0.28,0.26,12.0,7.0,52.0,7.0,7.0,0.51,1
2022-07-28,0.58,0.31,0.22,15.0,11.0,47.0,13.0,21.0,0.54,1
2022-07-29,0.55,0.3,0.24,14.0,9.0,49.0,10.0,15.0,0.53,1
2022-07-30,0.5,0.25,0.17,7.0,4.0,44.0,7.0,16.0,0.35,1
2022-07-31,0.52,0.27,0.2,7.0,4.0,43.0,9.0,17.0,0.45,1
