date;BEN;CO;MXIL;NO2;NO;O3;PM2_5;SO2;TOL
2018-02-24;0.45;0.39;1.21;41;30;25;17;7;2.46
2018-02-25;0.52;0.39;1.25;39;19;25;20;11;2.84
2018-02-26;0.31;0.29;0.72;34;18;37;12;5;1.73
2018-02-27;0.14;0.15;0.21;26;6;54;10;3;0.55
2018-02-28;0.35;0.31;0.59;45;28;42;15;10;1.67
2018-03-01;1.14;0.64;0.21;47;76;30;15;18;6.57
2018-03-02;0.64;0.28;0.21;43;28;38;12;12;4
2018-03-03;0.65;0.34;0.36;44;21;33;12;13;4.11
2018-03-04;0.65;0.24;0.36;24;7;48;13;12;4
2018-03-05;0.64;0.41;0.51;58;44;21;13;7;1.64
2018-03-06;0.15;0.27;0.51;34;16;44;13;7;1.64
2018-03-07;0.25;0.22;1.08;40;26;44;13;6;1.87
2018-03-08;0.43;0.31;2.51;47;43;25;13;11;4.15
2018-03-09;0.23;0.16;1.18;28;14;43;12;5;2.27
2018-03-10;0.26;0.2;1.08;28;16;47;12;7;2.17
2018-03-11;0.14;0.14;0.24;12;5;71;12;5;0.41
2018-03-12;0.14;0.16;0.25;24;9;57;12;5;0.57
2018-03-13;0.27;0.28;1.52;43;30;27;12;9;2.83
2018-03-14;0.19;0.21;1.45;38;19;43;8;5;2.8
2018-03-15;0.29;0.25;1.08;37;34;45;9;5;2.52
2018-03-16;0.19;0.28;0.87;39;28;41;9;11;2.02
2018-03-17;0.14;0.19;0.32;27;8;54;5;6;0.8
2018-03-18;0.14;0.19;0.26;21;6;57;5;5;0.51
2018-03-19;0.15;0.21;0.37;26;11;50;6;4;0.85
2018-03-20;0.16;0.24;0.53;35;11;43;17;3;1.04
2018-03-21;0.16;0.26;0.72;38;13;42;12;7;1.09
2018-03-22;0.2;0.49;1.13;49;25;30;13;16;1.93
2018-03-23;0.16;0.29;1;41;18;34;8;11;2.03
2018-03-24;0.14;0.16;0.22;17;7;62;5;4;0.27
2018-03-25;0.18;0.26;0.4;28;8;51;6;5;0.79
2018-03-26;0.26;0.27;0.98;46;23;29;10;7;2.26
2018-03-27;0.15;0.18;0.49;25;20;22;8;9;1.54
2018-03-28;0.15;0.22;0.46;27;21;34;9;9;1.16
2018-03-29;0.14;0.22;0.23;27;7;42;6;7;0.5
2018-03-30;0.14;0.15;0.21;18;7;67;4;6;0.27
2018-03-31;0.16;0.19;0.28;22;7;55;7;4;0.46
2018-04-01;0.32;0.31;1.04;36;20;23;13;9;2.29
2018-04-02;0.26;0.3;1.66;41;34;28;11;5;4.14
2018-04-03;0.24;0.16;0.5;27;10;53;7;5;1.97
2018-04-04;0.21;0.19;0.9;34;18;37;9;5;2.07
2018-04-05;0.25;0.28;1.05;36;18;26;11;7;3.54
2018-04-06;0.25;0.34;1.61;38;37;45;15;7;3.91
2018-04-07;0.14;0.17;0.31;22;6;53;7;3;0.61
2018-04-08;0.14;0.23;0.34;26;10;41;7;5;0.77
2018-04-09;0.3;0.17;0.69;33;11;49;6;3;0.99
2018-04-10;0.46;0.15;1.03;25;8;51;7;3;1.22
2018-04-11;0.45;0.17;1.2;26;12;51;6;6;1.46
2018-04-12;0.77;0.23;2.9;34;27;34;9;6;3.24
2018-04-13;0.72;0.35;1.46;39;15;31;13;6;2.48
2018-04-14;0.59;0.38;1.12;25;7;39;14;8;1.8
2018-04-15;0.58;0.27;1.05;16;3;42;11;4;1.57
2018-04-16;0.56;0.22;1.39;26;17;36;10;5;2.02
2018-04-17;0.74;0.52;2.02;29;26;31;16;13;3.26
2018-04-18;0.87;0.48;2.94;36;21;32;20;24;3.84
2018-04-19;0.73;0.28;1.76;25;12;46;17;16;2.75
2018-04-20;0.51;0.38;1.12;21;4;49;28;10;1.77
2018-04-21;0.91;0.74;2.31;33;23;24;28;11;5.62
2018-04-22;0.96;0.31;1.42;20;6;40;26;7;2.3
2018-04-23;0.43;0.12;0.91;17;4;51;11;3;1.14
2018-04-24;0.38;0.21;0.9;17;4;40;14;3;1.25
2018-04-25;0.45;0.13;1.09;18;4;49;9;4;1.36
2018-04-26;0.36;0.1;0.94;18;4;45;6;3;1.39
2018-04-27;0.39;0.13;1;16;9;56;7;5;1.36
2018-04-28;0.45;0.14;0.89;18;4;51;7;5;1.1
2018-04-29;0.44;0.17;0.87;17;4;40;8;4;1.05
2018-04-30;0.58;0.19;1.15;27;11;42;7;4;1.56
2018-05-01;0.37;0.19;0.86;14;3;57;8;6;1
2018-05-02;0.6;0.26;1.05;25;17;33;10;8;1.56
2018-05-03;0.48;0.16;1;25;8;51;7;3;1.34
2018-05-04;0.42;0.14;0.97;20;8;43;9;4;1.49
2018-05-05;0.46;0.18;0.97;18;6;42;11;6;1.47
2018-05-06;0.41;0.28;1.03;20;4;51;15;8;1.65
2018-05-07;0.98;0.43;1.67;29;21;42;27;13;3.07
2018-05-08;0.57;0.15;0.91;20;3;61;20;4;1.26
2018-05-09;0.47;0.23;1.51;23;5;60;11;5;1.18
2018-05-10;0.36;0.24;0.91;22;3;59;9;7;1.09
2018-05-11;0.51;0.31;1.35;29;17;42;13;11;2.02
2018-05-12;0.38;0.27;1.05;18;4;61;5;7;1.21
2018-05-13;0.4;0.28;0.92;20;4;47;6;9;1.3
2018-05-14;0.37;0.34;0.94;23;5;50;5;9;1.17
2018-05-15;0.49;0.34;1.11;22;9;41;9;14;1.51
2018-05-16;0.41;0.27;1.07;19;6;49;6;9;1.29
2018-05-17;0.36;0.27;0.91;19;4;55;8;9;1.26
2018-05-18;0.41;0.26;0.99;21;3;60;14;10;1.39
2018-05-19;0.36;0.28;0.87;14;2;66;15;11;0.96
2018-05-20;0.36;0.26;0.88;14;2;67;14;15;0.98
2018-05-21;0.4;0.47;1.01;32;10;50;15;20;1.67
2018-05-22;0.4;0.46;1.24;25;7;57;17;13;1.77
2018-05-23;0.38;0.44;1.6;26;4;60;18;8;1.98
2018-05-24;0.39;0.52;1.31;26;5;54;21;14;1.74
2018-05-25;0.38;0.27;1.45;26;4;72;12;8;1.97
2018-05-26;0.39;0.27;0.88;20;4;64;8;8;1.07
2018-05-27;0.45;0.25;0.91;17;2;66;11;9;1.01
2018-05-28;0.48;0.29;0.94;28;5;56;10;10;1.37
2018-05-29;0.52;0.28;1.03;27;7;50;10;10;1.59
2018-05-30;0.44;0.28;1.38;27;12;36;12;12;2.06
2018-05-31;0.52;0.27;0.9;21;4;44;10;11;1.3
2018-06-01;0.45;0.25;0.97;29;7;34;7;10;1.41
2018-06-02;0.66;0.43;0.98;23;7;31;12;16;1.24
2018-06-03;0.58;0.28;0.88;21;2;41;9;9;1.13
2018-06-04;0.44;0.25;1.32;24;7;44;5;10;1.57
2018-06-05;0.39;0.28;1.01;29;10;36;7;13;1.63
2018-06-06;0.37;0.24;1.05;21;10;44;7;10;1.18
2018-06-07;0.36;0.35;0.95;19;4;53;9;12;1.33
2018-06-08;0.38;0.26;0.96;30;8;38;5;9;1.48
2018-06-09;0.37;0.27;0.9;19;5;40;7;11;1.19
2018-06-10;0.4;0.23;1.01;19;4;35;8;10;1.35
2018-06-11;0.54;0.18;1.17;19;7;50;7;9;1.41
2018-06-12;0.35;0.18;0.88;18;6;51;7;9;1.01
2018-06-13;0.39;0.23;0.99;19;7;40;9;11;1.17
2018-06-14;0.37;0.33;0.99;22;9;36;13;15;2.04
2018-06-15;0.42;0.27;1.11;27;9;29;9;11;2.35
2018-06-16;0.41;0.16;0.86;13;3;50;8;12;0.93
2018-06-17;0.51;0.22;0.87;16;2;46;10;14;0.97
2018-06-18;0.43;0.23;0.94;20;9;28;10;13;1.53
2018-06-19;0.35;0.14;0.87;12;4;37;5;10;0.96
2018-06-20;0.41;0.32;0.95;24;7;34;21;20;1.5
2018-06-21;0.37;0.28;0.97;23;5;31;18;15;1.21
2018-06-22;0.41;0.15;0.88;15;3;50;7;10;0.99
2018-06-23;0.49;0.21;0.87;14;2;60;16;11;1.06
2018-06-24;0.7;0.58;0.96;22;3;49;25;14;1.45
2018-06-25;0.39;0.47;1.13;26;13;47;17;13;1.98
2018-06-26;0.39;0.27;0.89;23;4;47;13;12;1.22
2018-06-27;0.39;0.19;0.86;17;5;40;8;11;1
2018-06-28;0.37;0.22;0.94;21;6;33;10;11;1.3
2018-06-29;0.35;0.35;0.92;20;5;39;12;13;1.2
2018-06-30;0.45;0.34;0.99;17;3;41;13;6;1.34
2018-07-01;0.44;0.39;0.92;23;3;41;10;4;1.44
2018-07-02;0.4;0.28;1.17;25;8;39;8;6;1.63
2018-07-03;0.42;0.24;0.93;19;4;52;7;4;1.18
2018-07-04;0.36;0.22;1.12;27;6;38;10;3;1.52
2018-07-05;0.4;0.22;1.37;17;9;50;9;4;1.86
2018-07-06;0.35;0.19;0.89;20;3;54;10;4;1.21
2018-07-07;0.36;0.21;0.87;14;3;49;8;3;1.11
2018-07-08;0.35;0.34;0.86;16;2;51;12;6;1.01
2018-07-09;0.37;0.33;0.89;20;7;57;14;7;1.59
2018-07-10;0.37;0.22;0.95;17;3;76;13;4;1.44
2018-07-11;0.38;0.3;1.06;34;6;42;15;6;2.27
2018-07-12;0.36;0.21;0.95;20;8;55;11;5;1.47
2018-07-13;0.36;0.22;0.88;23;5;53;13;3;1.44
2018-07-14;0.36;0.27;0.85;19;3;55;12;5;1.11
2018-07-15;0.37;0.19;0.87;13;2;63;13;4;1.01
2018-07-16;0.37;0.16;0.85;14;4;50;10;4;0.95
2018-07-17;0.36;0.17;0.99;20;4;30;6;4;2.07
2018-07-18;0.41;0.2;0.99;16;11;30;8;4;1.88
2018-07-19;0.41;0.2;0.9;19;3;46;7;4;1.23
2018-07-20;0.37;0.28;0.9;31;9;35;10;4;1.67
2018-07-21;0.36;0.23;0.9;19;9;19;8;4;1.38
2018-07-22;0.35;0.18;0.85;12;4;33;6;5;0.97
2018-07-23;0.38;0.38;0.87;19;6;36;12;11;1.38
2018-07-24;0.38;0.25;0.97;26;5;37;14;4;1.38
2018-07-25;0.99;0.2;1.4;17;5;34;9;4;2.87
2018-07-26;0.99;0.24;1.41;21;8;28;13;3;2.87
2018-07-27;1.6;0.23;1.4;26;8;26;12;5;4.35
2018-07-28;1.6;0.26;1.84;18;5;30;10;6;4.35
2018-07-29;1.37;0.27;1.07;17;4;44;15;8;2.77
2018-07-30;1.45;0.29;1.94;20;11;34;14;9;4.69
2018-07-31;0.67;0.18;1.11;16;3;42;8;5;2.82
2018-08-01;0.85;0.17;1.3;15;5;35;6;5;3.36
2018-08-02;0.97;0.51;2.63;22;4;37;12;9;4.98
2018-08-03;1.71;0.82;5.32;34;18;37;18;15;8.2
2018-08-04;2.67;0.45;1.01;23;3;57;31;20;3.28
2018-08-05;0.89;0.44;0.9;20;2;52;17;7;2.64
2018-08-06;1.67;0.3;2.9;23;9;57;21;6;5.87
2018-08-07;0.7;0.15;0.56;12;4;54;8;4;2.07
2018-08-08;1.15;0.18;1.24;14;5;40;8;4;3.62
2018-08-09;0.97;0.15;1.27;19;6;38;6;4;3.35
2018-08-10;1.04;0.19;2.07;21;13;32;9;4;4.44
2018-08-11;0.23;0.48;0.5;23;7;38;12;10;1.08
2018-08-12;0.31;0.29;0.49;14;5;38;11;5;0.91
2018-08-13;0.14;0.15;0.18;11;4;45;5;4;0.43
2018-08-14;0.12;0.14;0.25;12;5;37;6;4;0.69
2018-08-15;0.07;0.17;0.14;9;2;47;6;4;0.35
2018-08-16;0.18;0.26;0.3;14;3;44;9;5;0.7
2018-08-17;0.11;0.15;0.2;14;3;41;5;4;0.47
2018-08-18;0.22;0.17;0.3;13;8;34;7;4;0.74
2018-08-19;0.21;0.2;0.28;13;6;41;9;5;0.71
2018-08-20;0.19;0.2;0.53;16;7;44;10;5;1.19
2018-08-21;0.14;0.2;0.41;16;3;47;13;6;1.05
2018-08-22;0.17;0.2;0.46;18;3;50;13;4;1.15
2018-08-23;0.23;0.19;0.33;16;3;52;11;5;0.8
2018-08-24;0.33;0.31;0.34;19;4;40;8;8;0.8
2018-08-25;0.4;0.29;0.13;12;2;54;8;6;0.4
2018-08-26;0.44;0.69;0.25;26;5;40;13;13;0.65
2018-08-27;0.69;0.75;1.01;23;16;41;14;10;2.34
2018-08-28;0.47;0.42;0.44;23;6;58;16;8;1.25
2018-08-29;0.42;0.34;0.32;18;4;48;12;7;0.72
2018-08-30;0.52;0.43;0.52;24;6;36;10;9;1.25
2018-08-31;0.37;0.36;0.66;21;12;37;12;6;1.56
2018-09-01;0.38;0.35;0.44;17;7;42;11;8;1.12
2018-09-02;0.34;0.38;0.36;20;4;51;14;10;1.03
2018-09-03;0.42;0.38;0.55;25;7;57;10;5;1.67
2018-09-04;0.46;0.39;2.06;26;18;58;11;7;1.69
2018-09-05;0.48;0.44;0.68;33;7;57;12;9;1.29
2018-09-06;0.5;0.39;1.09;33;7;44;11;7;1.6
2018-09-07;0.35;0.33;0.74;26;4;47;9;7;1.39
2018-09-08;0.49;0.63;0.8;25;11;40;12;12;1.85
2018-09-09;0.36;0.42;0.21;18;3;51;13;15;0.56
2018-09-10;0.3;0.37;0.69;22;7;48;12;8;1.42
2018-09-11;0.47;0.74;1.44;35;10;27;19;27;2.64
2018-09-12;0.71;0.61;1.04;36;14;33;20;14;2.14
2018-09-13;0.6;0.47;1.35;25;5;51;16;11;2.33
2018-09-14;0.29;0.3;0.58;19;6;41;9;7;1.34
2018-09-15;0.33;0.51;0.5;24;5;41;10;10;1.23
2018-09-16;0.56;0.42;0.37;23;3;42;17;12;0.99
2018-09-17;0.82;0.5;1.26;39;18;31;21;16;2.33
2018-09-18;0.71;0.44;1.23;32;18;32;17;14;2.03
2018-09-19;0.65;0.48;0.86;34;11;37;15;17;1.72
2018-09-20;1.06;0.42;1.08;34;18;32;20;15;2.36
2018-09-21;0.6;0.38;0.85;25;11;28;14;15;1.59
2018-09-22;0.72;0.39;0.47;22;8;31;12;12;1.03
2018-09-23;0.28;0.36;0.22;16;4;27;11;10;0.54
2018-09-24;0.17;0.25;0.23;13;3;56;4;6;0.65
2018-09-25;0.43;0.3;0.52;26;19;41;10;7;1.2
2018-09-26;0.69;0.54;1.8;40;32;20;20;14;3.61
2018-09-27;0.77;0.45;1.15;39;21;46;19;15;2.51
2018-09-28;0.6;0.42;0.54;26;4;56;21;11;1.32
2018-09-29;0.32;0.33;0.34;16;3;72;14;9;0.8
2018-09-30;0.31;0.42;0.23;16;2;80;14;9;0.58
2018-10-01;0.24;0.26;0.27;25;5;55;8;6;0.75
2018-10-02;0.65;0.43;1.54;31;21;35;11;7;2.59
2018-10-03;0.63;0.43;2.13;36;32;27;15;9;2.95
2018-10-04;1.02;0.82;3.51;49;62;15;23;13;5.81
2018-10-05;0.77;0.4;2.38;43;27;36;18;15;2.56
2018-10-06;0.51;0.37;0.91;26;10;35;15;8;1.58
2018-10-07;0.39;0.3;0.69;22;15;39;7;7;1.39
2018-10-08;0.62;0.35;1.23;30;22;24;11;9;2.45
2018-10-09;0.86;0.71;2.48;33;27;17;18;11;4.15
2018-10-10;1.48;0.55;5.68;55;78;20;18;8;9.18
2018-10-11;1.29;0.4;4.81;43;26;25;15;8;6.44
2018-10-12;0.51;0.28;1.42;17;9;47;9;5;3.09
2018-10-13;0.51;0.29;2.01;24;15;43;8;4;3.73
2018-10-14;0.38;0.28;0.82;19;7;51;5;6;1.96
2018-10-15;0.65;0.37;2.12;32;21;23;10;9;4
2018-10-16;0.86;0.49;2.91;31;25;26;14;8;5.89
2018-10-17;0.72;0.46;2.67;30;20;25;17;15;4.65
2018-10-18;0.73;0.34;1.83;35;8;31;12;7;3.85
2018-10-19;1.34;0.44;2.39;36;20;25;19;7;5.05
2018-10-20;0.63;0.37;1.45;26;10;36;18;6;3.56
2018-10-21;0.57;0.38;0.82;20;7;37;21;7;2.34
2018-10-22;0.43;0.29;0.63;25;5;56;15;5;2.12
2018-10-23;0.64;0.34;1.93;30;28;29;13;6;4.09
2018-10-24;0.72;0.4;3.1;34;27;21;16;7;6.61
2018-10-25;0.97;0.5;3.73;34;53;19;21;14;6.56
2018-10-26;0.88;0.44;2.86;30;30;20;18;9;4.42
2018-10-27;0.42;0.28;0.59;23;7;53;4;4;1.46
2018-10-28;0.45;0.31;0.68;23;6;49;7;3;1.52
2018-10-29;0.74;0.4;1.5;40;26;28;9;6;2.79
2018-10-30;1.13;0.63;3.41;44;59;19;16;9;5.05
2018-10-31;0.81;0.61;1.89;38;30;19;12;11;3.39
2018-11-01;0.56;0.51;1.41;34;12;23;10;9;2.35
2018-11-02;0.48;0.45;1.43;31;10;34;7;5;2.63
2018-11-03;0.82;0.48;1.13;25;12;22;12;7;2.24
2018-11-04;0.96;0.56;1.07;26;15;19;13;14;2.49
2018-11-05;0.72;0.51;0.99;33;19;36;7;6;2.3
2018-11-06;0.55;0.5;1.59;33;28;40;9;8;2.83
2018-11-07;0.72;0.44;1.73;38;32;41;12;5;3.15
2018-11-08;1.08;0.55;3.47;41;54;27;17;8;5.48
2018-11-09;0.6;0.43;1.52;33;23;40;8;6;2.68
2018-11-10;1.19;0.56;3.22;38;40;32;14;4;5.15
2018-11-11;1.18;0.57;3.61;39;34;15;15;4;5.85
2018-11-12;1.07;0.62;3.06;40;69;18;17;8;5
2018-11-13;1.26;0.68;4.68;35;80;12;21;7;7.2
2018-11-14;1.86;1.13;8.2;46;119;7;29;17;10.41
2018-11-15;2.01;0.9;10.66;51;141;11;36;8;11.65
2018-11-16;2.1;0.85;9.44;53;138;8;35;14;11.65
2018-11-17;1.81;0.65;8.19;42;98;13;29;5;11.16
2018-11-18;1.13;0.48;3.43;27;32;12;22;7;5.19
2018-11-19;0.92;0.53;2.25;27;38;26;14;6;4.22
2018-11-20;0.71;0.4;0.95;29;13;34;13;4;2.18
2018-11-21;1.39;0.64;4.66;41;81;9;22;7;6.82
2018-11-22;1.13;0.53;3.78;42;65;21;16;6;6.19
2018-11-23;1.99;0.64;4.97;52;62;15;19;11;6.91
2018-11-24;1.74;0.58;2.71;37;28;27;15;25;4.47
2018-11-25;1.15;0.4;1.31;34;15;38;9;8;2.41
2018-11-26;1.79;0.51;4.32;46;51;32;14;9;5.22
2018-11-27;2.56;0.66;6.43;53;98;12;26;21;8.97
2018-11-28;4.18;0.93;11.9;58;163;12;38;28;13.32
2018-11-29;2.83;0.66;7.83;55;101;30;30;10;9.88
2018-11-30;2.7;0.65;8.16;59;86;20;22;20;9.38
2018-12-01;3.3;0.81;7.49;54;90;12;29;21;10.05
2018-12-02;3.6;0.95;9.39;54;98;11;26;26;11.82
2018-12-03;3.23;0.8;10.82;52;129;11;22;11;13.14
2018-12-04;2.17;0.55;5.28;32;89;12;17;16;6.82
2018-12-05;2.46;0.58;7.46;42;88;13;19;16;9.23
2018-12-06;2.65;0.57;6.69;36;67;18;21;11;8.85
2018-12-07;1.91;0.52;5.42;45;58;22;17;12;8.64
2018-12-08;1.95;0.55;5.42;50;61;17;20;17;8.03
2018-12-09;1.47;0.41;2.76;37;26;26;17;15;4.83
2018-12-10;2.39;0.53;6.43;50;91;14;26;12;9.02
2018-12-11;3.75;0.75;9.8;62;147;10;42;25;12.17
2018-12-12;2.55;0.51;4.84;52;55;17;26;24;7.68
2018-12-13;0.71;0.34;1.56;39;16;48;9;9;2.59
2018-12-14;1.18;0.43;2.99;55;52;31;15;11;4.51
2018-12-15;1.49;0.42;4.37;41;44;25;14;9;6.81
2018-12-16;0.73;0.3;1.49;32;9;48;7;10;2.67
2018-12-17;2.27;0.54;7.64;64;95;15;22;19;9.21
2018-12-18;1.27;0.32;4.37;38;46;43;14;7;4.34
2018-12-19;1.55;0.41;4.31;52;46;29;14;12;6.18
2018-12-20;3.03;0.74;9.77;76;158;15;28;22;11.92
2018-12-21;4.96;1.25;19.77;96;309;14;45;20;21.79
2018-12-22;3.22;0.74;10.6;55;126;14;29;14;13.27
2018-12-23;2.68;0.61;6.62;42;86;11;27;20;8.46
2018-12-24;3.36;0.8;10.89;50;145;11;36;20;10.36
2018-12-25;2.89;0.83;6.86;35;83;13;37;14;8.15
2018-12-26;4.09;0.9;11.11;64;221;11;47;20;14.01
2018-12-27;3.25;0.61;9.13;58;135;13;35;26;10.97
2018-12-28;2.72;0.55;8.31;56;85;12;35;30;9.75
2018-12-29;2.09;0.38;5.04;40;44;20;27;7;6.78
2018-12-30;1.74;0.36;3.42;32;47;21;30;8;5.02
2018-12-31;2.43;0.66;4.28;41.54;92.92;13.45;38.12;11;6.3
2019-01-01;1.68;0.36;1.92;28;43.17;23.87;32.98;6.92;3.61
2019-01-02;0.72;0.16;0.93;32.71;10;34;16.64;6;1.96
2019-01-03;1.68;0.34;4.97;50.23;86.14;20.31;25.53;5.23;7.13
2019-01-04;2.03;0.56;5.35;61.29;151;13.41;41.47;8.75;7.06
2019-01-05;2.4;0.8;5.22;58.04;118.37;13.33;52.04;16.08;6.42
2019-01-06;1.8;0.48;4.52;47.5;77;17.95;40.13;11.04;5.23
2019-01-07;1.95;0.44;4.04;45.5;69.83;17.87;41.95;10;5.03
2019-01-08;2.18;0.46;5.47;54.17;98.67;16.16;34.36;11.38;6.76
2019-01-09;1.8;0.36;4.16;57.12;69.04;12.37;20.54;8.75;6
2019-01-10;1.52;0.26;3.82;47.42;44.21;23.75;14.86;4.92;5.46
2019-01-11;2.02;0.5;4.78;63.38;123.04;10.79;32.33;7.96;7.46
2019-01-12;2.21;0.37;4.29;49.88;37.96;16.37;22.88;13.21;5.55
2019-01-13;1.97;0.35;3.13;43.08;33.88;21.62;17.9;14.83;4.51
2019-01-14;1.27;0.28;3.47;45.71;40.25;25.33;14.21;12;5.19
2019-01-15;2.16;0.45;6.1;51.08;104.87;14.29;27.17;13.33;7.67
2019-01-16;1.54;0.35;3.63;45.25;54.67;22.41;21.88;15.29;5.38
2019-01-17;1.27;0.28;2.32;49.24;38.86;29.19;9.12;7.95;4.01
2019-01-18;1.27;0.29;3.61;54.38;38.62;18;14.52;11.5;4.28
2019-01-19;1.32;0.28;2.66;48.54;29.75;20.75;12.48;5.88;3.6
2019-01-20;0.46;0.18;0.95;26.75;6.21;51.66;4.25;5.62;1.55
2019-01-21;0.96;0.28;2.17;50.71;36.83;28.91;11.35;7.92;3.11
2019-01-22;1.18;0.42;1.58;47.65;18.35;34.6;9.68;17.48;2.43
2019-01-23;0.44;0.39;0.7;27.46;10.75;61.33;4.72;22.79;1.38
2019-01-24;0.4;0.42;0.88;31;12.92;50.83;5.29;35;1.59
2019-01-25;1.2;0.5;4.14;45.83;20.04;33.45;10.66;36.38;4.44
2019-01-26;1.68;0.55;3.69;37.88;31.58;22.08;15.95;28.71;5.52
2019-01-27;0.63;0.37;0.55;22.96;6.5;61.41;7.89;23.54;1.31
2019-01-28;0.67;0.41;1.2;36.33;14.17;49.83;8.02;16.79;2.15
2019-01-29;0.8;0.42;1.64;36.25;16.33;47.04;8.8;8;2.49
2019-01-30;1.42;0.46;3.78;59;57.3;34.18;13.19;5.22;5.4
2019-01-31;0.99;0.34;3.25;45.71;52.12;32.7;9.19;3.71;4.66
2019-02-01;0.51;0.17;1.06;34.04;15.58;65.66;6.24;4.21;1.9
2019-02-02;0.56;0.22;0.72;35.46;12.71;51.66;9.75;6;1.54
2019-02-03;1.04;0.3;1.59;40.58;26.67;36.12;14.21;7.75;2.69
2019-02-04;1.9;0.63;7.39;71.04;120.91;15.45;27.91;21.71;8.19
2019-02-05;1.53;0.45;6.34;51.58;83.12;19.58;18.2;13.58;8.45
2019-02-06;1.4;0.46;4.5;47.33;60.83;15.95;21.1;16.5;6.55
2019-02-07;1.16;0.32;2.85;46.08;44.62;28.41;18.07;6.62;4.88
2019-02-08;2.19;0.76;7.97;59.58;97.46;16.12;23.75;38.42;11.22
2019-02-09;2.04;0.68;5.73;48.38;58.12;27.87;15.38;27.88;10.5
2019-02-10;0.72;0.43;1.41;25.83;7.67;60.62;6.11;1;3.25
2019-02-11;1.22;0.5;2.27;42.88;28.54;37.79;12.35;1.83;5.05
2019-02-12;2.65;0.73;4.12;49.14;63.18;21.4;25.62;18.91;7.78
2019-02-13;3.84;0.87;6.6;56.12;96.17;22;27.17;40.38;12.6
2019-02-14;2.85;1.14;13.13;64.62;116.79;19.75;36.05;44.92;13.74
2019-02-15;3.96;0.99;11.45;73.62;170.41;22.12;41.43;41.25;17.65
2019-02-16;3.2;1.1;7.8;64.5;97.58;20.87;45.5;49.12;15.85
2019-02-17;2.62;0.74;3.9;49.38;37.5;31.87;32.85;35.5;9.05
2019-02-18;1.36;0.36;1.37;46.25;8.88;39.37;13.95;8;3.62
2019-02-19;0.82;0.31;2.4;45.92;49.25;29.5;12.35;5.33;3.83
2019-02-20;1.41;0.68;4.37;49.92;71.54;19.37;22.4;14.21;6.68
2019-02-21;1.28;0.62;4.05;61.65;111.3;21.45;30.3;9.6;7.24
2019-02-22;1.62;0.84;5.83;69.54;122.08;20;37.4;17.54;8.88
2019-02-23;1.59;0.53;4.18;53.5;54.58;27;34.49;9.25;7.77
2019-02-24;0.84;0.68;1.43;47.75;44.5;25.62;33.76;18.71;3.48
2019-02-25;2.37;0.7;4.94;63;96.25;19.37;33.37;19.46;10.46
2019-02-26;1.06;0.64;2.91;64.5;79.08;24;29.99;19.17;4.71
2019-02-27;1.14;0.57;2.83;63.08;73.67;30;30.72;14.75;5.84
2019-02-28;0.97;0.45;2.29;54.61;50.96;26.82;27.61;15.7;3.99
2019-03-01;0.17;0.44;0.34;44.46;23.33;29.79;25.48;18.46;0.6
2019-03-02;0.1;0.48;0.24;43.54;28.75;30.12;19.85;15.17;0.44
2019-03-03;0.11;0.36;0.12;27.96;9.96;41.58;19.8;11.17;0.25
2019-03-04;0.11;0.22;0.12;23.71;6.25;67.54;11.48;4.12;0.25
2019-03-05;0.49;0.35;0.76;32.75;20.58;43.83;27.73;7;1.52
2019-03-06;0.49;0.19;0.7;24.83;7.83;57.29;8.15;5.25;1.53
2019-03-07;0.49;0.3;0.76;39.33;24.38;43.41;9.06;6.21;1.52
2019-03-08;0.87;0.26;1.4;37.92;19.25;43;9.4;5.96;2.82
2019-03-09;0.87;0.29;1.4;29.83;9.83;27.33;11.31;10.08;2.82
2019-03-10;0.65;0.23;0.12;17.46;3.96;43.7;11.87;9.08;1.31
2019-03-11;0.8;0.22;0.98;31.21;13.79;48;8.75;5.88;2.6
2019-03-12;1.07;0.3;1.83;31.18;28.86;39.63;11.44;8.91;3.95
2019-03-13;0.74;0.25;0.34;27.67;10.29;55.66;6.59;5.96;1.86
2019-03-14;0.66;0.22;0.35;23.96;11.12;57.45;6.37;4.79;1.8
2019-03-15;1.26;0.3;1.45;40.33;18;39.45;12.48;5.79;4.07
2019-03-16;1.52;0.33;1.83;28.04;22.21;41.66;16.73;5.88;3.95
2019-03-17;0.6;0.21;0.22;19.54;3.62;65.91;7.19;4.67;1.35
2019-03-18;0.88;0.26;0.38;28.96;9.33;51.37;8.28;7.88;2.05
2019-03-19;0.92;0.36;0.95;43.25;15.58;43.12;9.32;7.46;2.8
2019-03-20;0.82;0.25;1.12;33.12;9.71;44.62;9.01;5.29;4.08
2019-03-21;0.94;0.27;0.91;37.96;18.96;44.45;13.17;8.54;4.63
2019-03-22;1.44;0.56;2.29;50.54;31.92;33.04;20.89;16.08;5.28
2019-03-23;1.15;0.56;1.47;43.38;15.21;39.29;22.62;15.25;3.62
2019-03-24;0.9;0.35;0.89;27.58;9.33;53.75;18.72;7.79;2.64
2019-03-25;0.59;0.19;0.22;22.25;2.71;63;12.52;3.67;2.68
2019-03-26;0.61;0.2;1.08;24.22;5.57;64.13;10.26;3.13;2.08
2019-03-27;0.82;0.27;0.78;29.62;12.08;52.7;15.6;8.46;3
2019-03-28;0.88;0.27;0.91;33.5;10.83;47.58;16.08;5.33;2.52
