date;value
06-05-2018;1.03
07-05-2018;1.67
08-05-2018;0.91
09-05-2018;1.51
10-05-2018;0.91
11-05-2018;1.35
12-05-2018;1.05
13-05-2018;0.92
14-05-2018;0.94
15-05-2018;1.11
16-05-2018;1.07
17-05-2018;0.91
18-05-2018;0.99
19-05-2018;0.87
20-05-2018;0.88
21-05-2018;1.01
22-05-2018;1.24
23-05-2018;1.6
24-05-2018;1.31
25-05-2018;1.45
26-05-2018;0.88
27-05-2018;0.91
28-05-2018;0.94
29-05-2018;1.03
30-05-2018;1.38
31-05-2018;0.9
01-06-2018;0.97
02-06-2018;0.98
03-06-2018;0.88
04-06-2018;1.32
05-06-2018;1.01
06-06-2018;1.05
07-06-2018;0.95
08-06-2018;0.96
09-06-2018;0.9
10-06-2018;1.01
11-06-2018;1.17
12-06-2018;0.88
13-06-2018;0.99
14-06-2018;0.99
15-06-2018;1.11
16-06-2018;0.86
17-06-2018;0.87
18-06-2018;0.94
19-06-2018;0.87
20-06-2018;0.95
21-06-2018;0.97
22-06-2018;0.88
23-06-2018;0.87
24-06-2018;0.96
25-06-2018;1.13
26-06-2018;0.89
27-06-2018;0.86
28-06-2018;0.94
29-06-2018;0.92
30-06-2018;0.99
01-07-2018;0.92
02-07-2018;1.17
03-07-2018;0.93
04-07-2018;1.12
05-07-2018;1.37
06-07-2018;0.89
07-07-2018;0.87
08-07-2018;0.86
09-07-2018;0.89
10-07-2018;0.95
11-07-2018;1.06
12-07-2018;0.95
13-07-2018;0.88
14-07-2018;0.85
15-07-2018;0.87
16-07-2018;0.85
17-07-2018;0.99
18-07-2018;0.99
19-07-2018;0.9
20-07-2018;0.9
21-07-2018;0.9
22-07-2018;0.85
23-07-2018;0.87
24-07-2018;0.97
25-07-2018;1.4
26-07-2018;1.41
27-07-2018;1.4
28-07-2018;1.84
29-07-2018;1.07
30-07-2018;1.94
31-07-2018;1.11
01-08-2018;1.3
02-08-2018;2.63
03-08-2018;5.32
04-08-2018;1.01
05-08-2018;0.9
06-08-2018;2.9
07-08-2018;0.56
08-08-2018;1.24
09-08-2018;1.27
10-08-2018;2.07
11-08-2018;0.5
12-08-2018;0.49
13-08-2018;0.18
14-08-2018;0.25
15-08-2018;0.14
16-08-2018;0.3
17-08-2018;0.2
18-08-2018;0.3
19-08-2018;0.28
20-08-2018;0.53
21-08-2018;0.41
22-08-2018;0.46
23-08-2018;0.33
24-08-2018;0.34
25-08-2018;0.13
26-08-2018;0.25
27-08-2018;1.01
28-08-2018;0.44
29-08-2018;0.32
30-08-2018;0.52
31-08-2018;0.66
01-09-2018;0.44
02-09-2018;0.36
03-09-2018;0.55
04-09-2018;2.06
05-09-2018;0.68
06-09-2018;1.09
07-09-2018;0.74
08-09-2018;0.8
09-09-2018;0.21
10-09-2018;0.69
11-09-2018;1.44
12-09-2018;1.04
13-09-2018;1.35
14-09-2018;0.58
15-09-2018;0.5
16-09-2018;0.37
17-09-2018;1.26
18-09-2018;1.23
19-09-2018;0.86
20-09-2018;1.08
21-09-2018;0.85
22-09-2018;0.47
23-09-2018;0.22
24-09-2018;0.23
25-09-2018;0.52
26-09-2018;1.8
27-09-2018;1.15
28-09-2018;0.54
29-09-2018;0.34
30-09-2018;0.23
01-10-2018;0.27
02-10-2018;1.54
03-10-2018;2.13
04-10-2018;3.51
05-10-2018;2.38
06-10-2018;0.91
07-10-2018;0.69
08-10-2018;1.23
09-10-2018;2.48
10-10-2018;5.68
11-10-2018;4.81
12-10-2018;1.42
13-10-2018;2.01
14-10-2018;0.82
15-10-2018;2.12
16-10-2018;2.91
17-10-2018;2.67
18-10-2018;1.83
19-10-2018;2.39
20-10-2018;1.45
21-10-2018;0.82
22-10-2018;0.63
23-10-2018;1.93
24-10-2018;3.1
25-10-2018;3.73
26-10-2018;2.86
27-10-2018;0.59
28-10-2018;0.68
29-10-2018;1.5
30-10-2018;3.41
31-10-2018;1.89
01-11-2018;1.41
02-11-2018;1.43
03-11-2018;1.13
04-11-2018;1.07
05-11-2018;0.99
06-11-2018;1.59
07-11-2018;1.73
08-11-2018;3.47
09-11-2018;1.52
10-11-2018;3.22
11-11-2018;3.61
12-11-2018;3.06
13-11-2018;4.68
14-11-2018;8.2
15-11-2018;10.66
16-11-2018;9.44
17-11-2018;8.19
18-11-2018;3.43
19-11-2018;2.25
20-11-2018;0.95
21-11-2018;4.66
22-11-2018;3.78
23-11-2018;4.97
24-11-2018;2.71
25-11-2018;1.31
26-11-2018;4.32
27-11-2018;6.43
28-11-2018;11.9
29-11-2018;7.83
30-11-2018;8.16
01-12-2018;7.49
02-12-2018;9.39
03-12-2018;10.82
04-12-2018;5.28
05-12-2018;7.46
06-12-2018;6.69
07-12-2018;5.42
08-12-2018;5.42
09-12-2018;2.76
10-12-2018;6.43
11-12-2018;9.8
12-12-2018;4.84
13-12-2018;1.56
14-12-2018;2.99
15-12-2018;4.37
16-12-2018;1.49
17-12-2018;7.64
18-12-2018;4.37
19-12-2018;4.31
20-12-2018;9.77
21-12-2018;19.77
22-12-2018;10.6
23-12-2018;6.62
24-12-2018;10.89
25-12-2018;6.86
26-12-2018;11.11
27-12-2018;9.13
28-12-2018;8.31
29-12-2018;5.04
30-12-2018;3.42
31-12-2018;4.2808
01-01-2019;1.9229
02-01-2019;0.9325
03-01-2019;4.9666
04-01-2019;5.3475
05-01-2019;5.2195
06-01-2019;4.5154
07-01-2019;4.0362
08-01-2019;5.4658
09-01-2019;4.1633
10-01-2019;3.815
11-01-2019;4.7775
12-01-2019;4.29
13-01-2019;3.1283
14-01-2019;3.4658
15-01-2019;6.0975
16-01-2019;3.6287
17-01-2019;2.3238
18-01-2019;3.6087
19-01-2019;2.6554
20-01-2019;0.9462
21-01-2019;2.1712
22-01-2019;1.5773
23-01-2019;0.7037
24-01-2019;0.8829
25-01-2019;4.1425
26-01-2019;3.6858
27-01-2019;0.5537
28-01-2019;1.2041
29-01-2019;1.6408
30-01-2019;3.775
31-01-2019;3.2462
