date;value
24-12-2018;145
25-12-2018;83
26-12-2018;221
27-12-2018;135
28-12-2018;85
29-12-2018;44
30-12-2018;47
31-12-2018;92.916
01-01-2019;43.166
02-01-2019;10
03-01-2019;86.136
04-01-2019;151
05-01-2019;118.37
06-01-2019;77
07-01-2019;69.833
08-01-2019;98.666
09-01-2019;69.041
10-01-2019;44.208
11-01-2019;123.04
12-01-2019;37.958
13-01-2019;33.875
14-01-2019;40.25
15-01-2019;104.87
16-01-2019;54.666
17-01-2019;38.857
18-01-2019;38.625
19-01-2019;29.75
20-01-2019;6.2083
21-01-2019;36.833
22-01-2019;18.347
23-01-2019;10.75
24-01-2019;12.916
25-01-2019;20.041
26-01-2019;31.583
27-01-2019;6.5
28-01-2019;14.166
29-01-2019;16.333
30-01-2019;57.304
31-01-2019;52.125
01-02-2019;15.583
02-02-2019;12.708
03-02-2019;26.666
04-02-2019;120.91
05-02-2019;83.125
06-02-2019;60.833
07-02-2019;44.625
08-02-2019;97.458
09-02-2019;58.125
10-02-2019;7.6666
11-02-2019;28.541
12-02-2019;63.181
13-02-2019;96.166
14-02-2019;116.79
15-02-2019;170.41
16-02-2019;97.583
17-02-2019;37.5
18-02-2019;8.875
19-02-2019;49.25
20-02-2019;71.541
21-02-2019;111.3
22-02-2019;122.08
23-02-2019;54.583
24-02-2019;44.5
25-02-2019;96.25
26-02-2019;79.083
27-02-2019;73.666
28-02-2019;50.956
01-03-2019;23.333
02-03-2019;28.75
03-03-2019;9.9583
04-03-2019;6.25
05-03-2019;20.583
06-03-2019;7.8333
07-03-2019;24.375
08-03-2019;19.25
09-03-2019;9.8333
10-03-2019;3.9583
11-03-2019;13.791
12-03-2019;28.863
13-03-2019;10.291
14-03-2019;11.125
15-03-2019;18
16-03-2019;22.208
17-03-2019;3.625
18-03-2019;9.3333
19-03-2019;15.583
20-03-2019;9.7083
21-03-2019;18.958
22-03-2019;31.916
23-03-2019;15.208
24-03-2019;9.3333
25-03-2019;2.7083
